work	abi	이름	Lv	갈래	핸들러	호출VA	생성자	종류	Obs	모션	자리	x	y	z	붙일곳	단계	지연	수명	그림	영상	영상인자
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10084a53	0x100c1fa0	obs	184	0	self	나.x	나.y	나.z	맵	0	0	-	184:0	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10084bce	0x100c34d0	obs	184	1	self	나.x	나.y-?	0+0x34	맵	0	-	0+0x14-?	184:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10084c72	0x100c34d0	obs	183	1	self	나.x	나.y-?+-40	0+0x34	맵	0	-	0+0x14-?	183:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10084db6	0x100c34d0	obs	184	1	cell	0+0x14	0+0x3c	0+0x20	맵	0	-	0+0x28-?	184:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10084e50	0x100c34d0	obs	183	1	cell	0+0x14	0+0x3c+40	0+0x20	맵	0	-	0+0x28-?	183:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10084f90	0x100c34d0	obs	184	1	self	나.x-?	나.y	0+0x20	맵	0	-	0+0x28-?	184:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10085034	0x100c34d0	obs	183	1	self	나.x-?+-40	나.y	0+0x20	맵	0	-	0+0x28-?	183:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x1008517e	0x100c34d0	obs	184	1	cell	0+0x3c	나.y	0+0x20	맵	0	-	0+0x28-?	184:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x10085218	0x100c34d0	obs	183	1	cell	0+0x3c+40	나.y	0+0x20	맵	0	-	0+0x28-?	183:1	-	-
1430	72	화이어 웨이브	2	핸들러	0x10084630	0x100852cd	0x100c1fa0	sound	383	2	self	나.x	나.y	나.z	맵	0	0	0	-	-	-
1431	73	라이트닝 샤벨	10	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1431	73	라이트닝 샤벨	10	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1431	73	라이트닝 샤벨	10	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1431	73	라이트닝 샤벨	10	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1431	73	라이트닝 샤벨	10	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1431	73	라이트닝 샤벨	10	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1431	73	라이트닝 샤벨	10	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1431	73	라이트닝 샤벨	10	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1432	73	라이트닝 샤벨	9	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1432	73	라이트닝 샤벨	9	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1432	73	라이트닝 샤벨	9	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1432	73	라이트닝 샤벨	9	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1432	73	라이트닝 샤벨	9	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1432	73	라이트닝 샤벨	9	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1432	73	라이트닝 샤벨	9	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1432	73	라이트닝 샤벨	9	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1433	73	라이트닝 샤벨	8	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1433	73	라이트닝 샤벨	8	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1433	73	라이트닝 샤벨	8	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1433	73	라이트닝 샤벨	8	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1433	73	라이트닝 샤벨	8	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1433	73	라이트닝 샤벨	8	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1433	73	라이트닝 샤벨	8	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1433	73	라이트닝 샤벨	8	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1434	73	라이트닝 샤벨	7	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1434	73	라이트닝 샤벨	7	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1434	73	라이트닝 샤벨	7	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1434	73	라이트닝 샤벨	7	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1434	73	라이트닝 샤벨	7	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1434	73	라이트닝 샤벨	7	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1434	73	라이트닝 샤벨	7	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1434	73	라이트닝 샤벨	7	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1435	73	라이트닝 샤벨	6	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1435	73	라이트닝 샤벨	6	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1435	73	라이트닝 샤벨	6	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1435	73	라이트닝 샤벨	6	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1435	73	라이트닝 샤벨	6	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1435	73	라이트닝 샤벨	6	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1435	73	라이트닝 샤벨	6	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1435	73	라이트닝 샤벨	6	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1436	73	라이트닝 샤벨	5	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1436	73	라이트닝 샤벨	5	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1436	73	라이트닝 샤벨	5	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1436	73	라이트닝 샤벨	5	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1436	73	라이트닝 샤벨	5	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1436	73	라이트닝 샤벨	5	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1436	73	라이트닝 샤벨	5	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1436	73	라이트닝 샤벨	5	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1437	73	라이트닝 샤벨	4	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1437	73	라이트닝 샤벨	4	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1437	73	라이트닝 샤벨	4	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1437	73	라이트닝 샤벨	4	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1437	73	라이트닝 샤벨	4	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1437	73	라이트닝 샤벨	4	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1437	73	라이트닝 샤벨	4	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1437	73	라이트닝 샤벨	4	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1438	73	라이트닝 샤벨	3	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1438	73	라이트닝 샤벨	3	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1438	73	라이트닝 샤벨	3	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1438	73	라이트닝 샤벨	3	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1438	73	라이트닝 샤벨	3	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1438	73	라이트닝 샤벨	3	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1438	73	라이트닝 샤벨	3	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1438	73	라이트닝 샤벨	3	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1439	73	라이트닝 샤벨	2	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1439	73	라이트닝 샤벨	2	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1439	73	라이트닝 샤벨	2	핸들러	0x1008a250	0x1008a2e6	0x100c1fa0	sound	384	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1439	73	라이트닝 샤벨	2	핸들러	0x1008a250	0x1008a344	0x100c1fa0	sound	384	1	self	나.x	나.y	나.z	맵	0	0	60	-	-	-
1439	73	라이트닝 샤벨	2	핸들러	0x1008a250	0x1008a3c9	0x100c3340	obs	211	0	self	나.x	나.y	나.z	맵	0	0	-	211:0	-	-
1439	73	라이트닝 샤벨	2	핸들러	0x1008a250	0x1008a44b	0x100c1fa0	obs	211	11	self	나.x	나.y	나.z+200	맵	0	30	-	211:11	-	-
1439	73	라이트닝 샤벨	2	핸들러	0x1008a250	0x1008a4bf	0x100c3340	obs	211	1	self	나.x	나.y	나.z+200	맵	0	-	-	211:1	-	-
1439	73	라이트닝 샤벨	2	핸들러	0x1008a250	0x1008a79f	0x100cdf40	obs	211	1	self	나.x	나.y-600	나.z	맵	0	-	-	211:1	-	-
1440	74	어스퀘이크	10	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1440	74	어스퀘이크	10	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1440	74	어스퀘이크	10	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1441	74	어스퀘이크	9	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1441	74	어스퀘이크	9	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1441	74	어스퀘이크	9	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1442	74	어스퀘이크	8	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1442	74	어스퀘이크	8	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1442	74	어스퀘이크	8	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1443	74	어스퀘이크	7	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1443	74	어스퀘이크	7	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1443	74	어스퀘이크	7	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1444	74	어스퀘이크	6	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1444	74	어스퀘이크	6	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1444	74	어스퀘이크	6	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1445	74	어스퀘이크	5	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1445	74	어스퀘이크	5	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
